,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,8.397491094081621,9.751615439631273,7.2314025416333,13.222349229576391,10.644419767269522,10.195108398753568,7.560278934641955,[1000.],4,2,0.7415594458580017,2,maxcut,10,0
1,81.79550755063696,150.99838360180632,44.3084548051167,124.29955080427081,52.51010381828205,117.38555444791051,52.0708183162154,[1.85085285],2,2,0.29343661665916443,27,maxcut,10,0
2,156.477932584152,311.4056114794644,78.62845910027895,208.74390275459004,106.77625357103034,189.90381670664215,95.45902144051999,[2.16295849],3,4,0.25249531865119934,52,maxcut,10,0
3,226.82724137220683,456.43800517790754,112.72198380691654,269.4537139525211,142.75648904297034,237.46267519252257,130.71680157524474,[2.19180109],3,4,0.2469601184129715,77,maxcut,10,0
4,295.7638896034871,596.0619738404928,146.757018955201,323.95454968613205,189.3664018960467,289.2007691736307,168.9823016200472,[3.94490757],4,5,0.2462110072374344,102,maxcut,10,0
5,364.3856986332276,734.5088430435787,180.76969205467765,376.8359562406962,224.57172925301907,322.6464859083131,198.73836328223885,[2.84353565],3,5,0.24610961973667145,127,maxcut,10,0
6,432.93629412414737,872.7137326394355,214.77126778224897,427.3653010168616,272.311272674032,365.8976792169756,232.41461030656578,[3.19625213],3,6,0.24609589576721191,152,maxcut,10,0
7,501.46571297302825,1010.8592795136843,248.76643701438505,477.64823937309535,307.29246222869205,409.4181145477102,266.04861833513155,[3.5242776],3,6,0.24609403312206268,177,maxcut,10,0
8,569.9855949764163,1148.9828557922747,282.7575510311663,527.1085116010249,356.19053379030555,439.13243259419085,302.1558695716271,[2.68355924],3,7,0.24609379470348358,202,maxcut,10,0
9,638.4997825244718,1287.0945803646305,316.7459318866083,575.4555283110491,391.08439436674104,478.92262450358214,340.86393472222704,[4.32003888],4,7,0.24609375,227,maxcut,10,0
10,707.0100272850822,1425.1982526669092,350.73238249224715,623.9377179593422,425.82076191255237,517.838880709371,374.2386572138232,[4.66329914],4,7,0.24609375,252,maxcut,10,0
11,775.5174220448957,1563.296179907592,384.717419274134,671.7158712757403,475.9863601103397,551.7538870734509,409.9817359857582,[4.16312505],4,8,0.24609375,277,maxcut,10,0
12,844.0226667880695,1701.3897731221084,418.70138947926887,718.6179617514507,510.72112163454636,586.9934952451302,459.03250712877036,[4.85261755],6,8,0.24609375,302,maxcut,10,0
13,912.5262496153014,1839.4800162289812,452.68453524385086,765.582669847471,545.3548371361968,624.8630145766798,482.20486534639565,[5.61841396],5,8,0.24609375,327,maxcut,10,0
14,981.0285212747705,1977.5676162700806,486.66703056646514,812.6013720125711,579.9065151772012,649.6786083734291,516.7893932919623,[2.98882034],4,8,0.24609375,352,maxcut,10,0
15,1049.5297403008474,2115.6530944017118,520.6490037004213,858.615179822408,631.4145886805612,687.5599898567052,555.8671744807566,[4.23420224],5,9,0.24609375,377,maxcut,10,0
16,1118.0301014496606,2253.7368432153276,554.630551260022,904.3310853703482,666.0000653784125,722.9688197506722,589.7339956008016,[4.33170779],5,9,0.24609375,402,maxcut,10,0
17,1186.5297542236244,2391.8191640794676,588.6117474101815,950.0695865230723,700.5227982651112,766.7316893004032,623.3153855734214,[6.7484884],6,9,0.24609375,427,maxcut,10,0
18,1255.0288152938383,2529.900292180962,622.5926500289086,995.8266155457569,734.9920493577986,803.3501178133736,656.505210255001,[7.07226844],6,9,0.24609375,452,maxcut,10,0
19,1323.5273770434237,2667.98041374668,656.573304945472,1041.3201390097825,787.791544779212,840.2098781193764,689.7406884332706,[7.39019208],6,10,0.24609375,477,maxcut,10,0
20,1392.025513575061,2806.0596781535833,690.5537489206084,1086.011791527765,822.3037402093706,867.8034451481667,729.2894353848426,[5.86830673],6,10,0.24609375,502,maxcut,10,0
0,9.775485668597184,13.108380654845659,7.290001913518134,16.665127606827483,10.732791376953056,13.726010250193392,7.633486059308941,[1000.],5,2,0.5561329126358032,2,maxcut,10,1
1,210.38390573218214,981.3861820663961,45.100887499690906,543.4539096680819,70.52210177325885,501.23119941528495,61.237849296941924,[1.76251326],3,4,0.045956309884786606,27,maxcut,10,1
2,439.87738633006285,2431.862327512672,79.56540664967353,944.2857957960034,139.96012355944012,807.7961607930013,106.81834024134967,[2.01123771],4,7,0.03271789103746414,52,maxcut,10,1
