,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,11.463464165699198,17.87649450677527,7.351050320769782,21.212315755624633,10.825039993738454,18.709563493902913,7.693619275926345,[1000.],5,2,0.4112131893634796,2,maxcut,6,0
1,253.18326498158805,1416.4607610435346,45.25488275404961,664.370264334568,86.9392599286037,580.2072454780897,69.16460387170065,[1.75150076],4,6,0.03194926679134369,27,maxcut,6,0
2,450.18876780323603,2546.542505480448,79.58631211535928,859.8103135242604,150.14222409762252,677.4394107707693,105.23003080487935,[2.44400268],4,8,0.03125269338488579,52,maxcut,6,0
3,643.1600348498297,3638.262142529307,113.69571906120616,1018.1456943574817,215.367015601256,770.797634767134,173.483270698612,[1.95980363],7,10,0.0312500074505806,77,maxcut,6,0
4,835.7619274997044,4727.7834111406455,147.74323159814517,1163.0798656593406,283.2319670547337,834.6726432727821,181.21055183317205,[3.56956409],5,12,0.03125,102,maxcut,6,0
5,1028.2145286583188,5816.459725830617,181.76436643220677,1299.5072697506546,339.3455787296912,879.6034676685523,216.7342530061368,[3.54400656],5,13,0.03125,127,maxcut,6,0
6,1220.5897594538997,6904.698367653676,215.77182398917736,1429.235280788538,395.8398512243167,897.0443154530171,246.20710030132318,[2.64392293],4,14,0.03125,152,maxcut,6,0
7,1412.9197196206267,7992.680920127525,249.77127875398514,1553.3577165332304,452.8851364349305,944.2714191826423,290.0318462808274,[2.9081866],5,15,0.03125,177,maxcut,6,0
8,1605.220909122327,9080.500721142658,283.76564753570807,1672.8758984797016,510.57394079645013,975.1336613441398,339.2722331836992,[2.41174105],6,16,0.03125,202,maxcut,6,0
9,1797.5026780725523,10168.210662928652,317.75658321652037,1788.6268184957075,568.9588112712737,1061.5767590596768,379.52425105242,[3.18966869],7,17,0.03125,227,maxcut,6,0
10,1989.7707209940643,11255.84295857079,351.7450924553372,1901.2922865176947,628.0701116473149,1059.4008436015922,408.15444040060277,[2.52520394],6,18,0.03125,252,maxcut,6,0
11,2182.028704282095,12343.418348332523,385.73182338539135,2011.425072563741,687.9251438147485,1183.6473026626827,455.872951444646,[3.73635216],8,19,0.03125,277,maxcut,6,0
12,2374.2790952960954,13430.950789706641,419.71721217833255,2118.47683413778,727.7988418962203,1155.1245796125784,474.3406652480984,[2.95212122],6,19,0.03125,302,maxcut,6,0
13,2566.5236154731765,14518.450020611988,453.70156314412463,2223.5617755585854,788.3988527716201,1276.0553859006552,501.4294474375532,[5.84398718],7,20,0.03125,327,maxcut,6,0
14,2758.763502402404,15605.923041909522,487.68509505967256,2326.6093810749758,827.7230760893391,1303.2098790779105,526.9410669315114,[5.93870246],6,20,0.03125,352,maxcut,6,0
15,2950.9996686597024,16693.375015908245,521.6679692471326,2427.65648510335,889.1525143729315,1385.2820549835246,551.6523234981748,[6.34796032],5,21,0.03125,377,maxcut,6,0
16,3143.2328019277625,17780.809832728904,555.6503072727783,2527.158118797423,928.0865661734123,1327.6254199973896,609.4996151001408,[3.34953768],6,21,0.03125,402,maxcut,6,0
17,3335.4634302535223,18868.23047945607,589.6322024830022,2624.981658322511,990.3877290722857,1352.1425219078171,646.1494280005062,[3.02332687],6,22,0.03125,427,maxcut,6,0
18,3527.6919658289785,19955.639287799786,623.6137277437433,2721.338239561674,1029.0370979414456,1407.4825223626153,677.7330325149964,[3.42428794],6,22,0.03125,452,maxcut,6,0
19,3719.918735112689,21043.038104488536,657.5949407652668,2816.5916392668037,1092.2304590160145,1526.6239925916661,714.7914368835143,[6.27545603],8,23,0.03125,477,maxcut,6,0
20,3912.144000018108,22130.428411128552,691.5758878477673,2910.1455400164145,1130.668377889104,1456.4281264006208,750.9095511934615,[2.77825639],6,23,0.03125,502,maxcut,6,0
0,13.428120368509056,24.32966485581376,7.411298827985303,26.91490697672734,10.916261717486705,26.91490664718603,10.916261717486705,[1.],2,2,0.30461984872817993,2,maxcut,6,1
1,146.30369966752198,477.8112628305163,44.79754706828026,242.94947087747002,77.64107893041933,208.5685480563943,61.78185879629344,[3.96178567],4,5,0.09375573694705963,27,maxcut,6,1
2,258.28675322739196,843.5610036363552,79.0838440909083,346.46141032965227,137.94824396635627,256.4536545975643,93.12381179825027,[3.62023537],3,7,0.09375,52,maxcut,6,1
3,369.64121770128116,1207.243161692229,113.17904640864647,438.40780960775203,189.33950672869202,278.64347569426667,139.50405807072104,[2.59087666],4,8,0.09375,77,maxcut,6,1
