,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,15.332630074692025,31.506876737062907,7.461531238696358,34.07064004570877,10.99245478349655,34.07063911063904,10.992454732839004,[1.00000116],2,2,0.23682230710983276,2,rbm,8,0
1,540.0298064413394,6356.360720060174,45.88037159765057,2364.866612035673,105.01440137321121,1939.5127793167214,69.7244014549442,[2.05665012],4,8,0.007218025159090757,27,rbm,8,0
2,993.1615472341684,12283.92686214713,80.29760108260348,3262.687519589616,194.54108404716538,2316.0141363834978,107.87102822217489,[2.25900256],4,12,0.006536802276968956,52,rbm,8,0
3,1468.1392202816442,18830.937729618538,114.46231733531718,4085.9962322643655,292.37508744791944,2645.166335241944,143.2499285554116,[2.56178641],4,16,0.006078418344259262,77,rbm,8,0
4,1967.3611797670715,26054.872263033976,148.55225435688934,4898.091856901963,384.30995144080407,3038.7601605269665,226.6557561418337,[1.94301926],8,19,0.005701515357941389,102,rbm,8,0
5,2487.274708613951,33878.750156874885,182.6081377696635,5699.607953205038,465.4806891005483,3215.7760340997456,213.60072020136565,[2.71541866],4,21,0.005390049424022436,127,rbm,8,0
6,3023.977153512944,42209.36916526631,216.64474039316175,6488.32135030919,548.5835500776722,3695.198492401269,236.6065747877812,[3.28113407],3,23,0.005132622085511684,152,rbm,8,0
7,3573.7498984388017,50950.43843744262,250.6688603332144,7258.172769721457,633.7511530226295,4403.838852071775,299.42060950376464,[5.21528242],7,25,0.004919856786727905,177,rbm,8,0
8,4133.241523719502,60009.258553266656,284.68416216532546,8004.871038631562,721.0374739364618,4068.00035198905,352.51692216858174,[2.75926023],7,27,0.004744003992527723,202,rbm,8,0
9,4699.554301579734,69301.23956703805,318.6928656901156,8725.526827969674,810.4580759101698,4176.1983225763415,351.3248904925984,[3.0242176],4,29,0.00459866039454937,227,rbm,8,0
10,5270.274020406159,78752.6752252666,352.6964407331863,9417.190559554472,881.0164665185998,5094.024224033673,401.35899162373704,[5.82070249],7,30,0.004478532820940018,252,rbm,8,0
