,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,15.976129413826127,34.13601590194186,7.477050391015346,36.569328094197346,11.016019326193327,36.56932749454984,11.016019320769352,[1.00000012],2,2,0.2190369963645935,2,rbm,9,0
1,1030.919873674365,22900.786133432157,46.40870316609899,8181.746211419725,115.1278588260733,7180.008917668319,86.8659949851338,[1.89313436],6,9,0.0020265113562345505,27,rbm,9,0
2,1828.22305029855,41344.445142265824,80.84277126326818,10418.801340352356,207.98474195279184,7837.970684849675,107.4701870134183,[2.72280988],4,13,0.0019553478341549635,52,rbm,9,0
3,2601.9050892189334,58873.135194091956,114.99149945020694,12021.2691335124,308.48666658113336,8160.262084155811,134.25541662798037,[2.87410965],3,17,0.001953208353370428,77,rbm,9,0
4,3372.8386900863693,76318.56382232372,149.05994373568075,13416.377646554127,416.77694126483357,9977.588274925336,158.00531911123267,[4.17269591],2,21,0.001953128259629011,102,rbm,9,0
5,4142.947258272362,93744.18962593432,183.09414218967297,14680.09792801845,516.7537028014239,8165.410719664117,227.16266221397967,[2.4621363],5,24,0.0019531252328306437,127,rbm,9,0
6,4912.6505811536435,111160.59326508081,217.11053372086096,15848.075088002548,603.9353009609393,9705.094193561239,238.64587825729853,[2.9430656],3,26,0.001953125,152,rbm,9,0
7,5682.117393082715,128571.63968469811,251.116483759176,16937.869133418924,711.2303955734577,8536.156766639722,308.98712896869813,[2.54619452],6,29,0.001953125,177,rbm,9,0
8,6451.433820812015,145979.28329831726,285.1157876920259,17968.04747308262,803.2343929710156,8607.838353938929,331.24114085720726,[2.67684676],5,31,0.001953125,202,rbm,9,0
9,7220.64861924582,163384.62730348803,319.11060020212506,18947.138845143392,897.1525297370142,8706.948927620522,379.4869625835061,[2.52022893],6,33,0.001953125,227,rbm,9,0
10,7989.7915232259165,180788.34452287492,353.1022353962401,19882.393795483862,993.022095922849,8841.700604246173,400.07856902499515,[2.7762962],5,35,0.001953125,252,rbm,9,0
11,8758.881698447403,198190.86862665293,387.0915402864315,20779.926138755985,1090.8592642019607,9092.748979594387,433.35339910746563,[2.9915365],5,37,0.001953125,277,rbm,9,0
12,9527.932054216106,215592.49171906817,421.079085388805,21644.830031428886,1190.6673291502068,9993.259985348326,484.4382654517664,[3.9547885],7,39,0.001953125,302,rbm,9,0
13,10296.951603739597,232993.4177457269,455.0652690346229,22479.7765877122,1267.9633740222164,10952.060769206635,479.0805492482147,[6.28088768],4,40,0.001953125,327,rbm,9,0
14,11065.946830844536,250393.79341887863,489.0503777712473,23288.36689109763,1370.7778923443452,11532.18073292171,515.5337383919067,[8.50206982],5,42,0.001953125,352,rbm,9,0
15,11834.922519089387,267793.7269780955,523.0346230040927,24073.1094818535,1449.4062817679605,9594.076984488425,583.7141142859263,[3.00930051],6,43,0.001953125,377,rbm,9,0
16,12603.882274808519,285193.30002540903,557.018164112127,24836.670265198438,1555.259091878571,9666.203848953654,591.6904292930142,[3.33474614],4,45,0.001953125,402,rbm,9,0
17,13372.82886826499,302592.5752447168,591.0011235248375,25579.350389971976,1635.315947622533,9751.421232880535,625.6799382714945,[3.39082748],4,46,0.001953125,427,rbm,9,0
18,14141.764462665342,319991.6015837951,624.9835968433498,26304.224448507815,1715.7589581452416,12009.705350010892,647.9251025089296,[3.62474421],3,47,0.001953125,452,rbm,9,0
19,14910.690771806476,337390.41782144114,658.9656598075022,27012.432327346392,1796.6136523671157,9639.639506942758,737.4148039101552,[2.76350303],7,48,0.001953125,477,rbm,9,0
20,15679.609171020715,354789.05507787294,692.9473731989706,27705.03822714066,1877.9010713900218,10272.521889162224,740.1389016721328,[3.4177948],5,49,0.001953125,502,rbm,9,0
0,17.316058901172337,39.940139016203325,7.507382379095503,41.785749775720454,11.062109693216986,41.78574953638457,11.062109693216986,[1.],2,2,0.18796585500240326,2,rbm,9,1
1,944.541824812435,19253.506325055576,46.337495298661096,6724.885805210753,114.84809918978557,5490.2119864446695,62.63586595501839,[2.2705831],3,9,0.0024067042395472527,27,rbm,9,1
2,1778.8996175741388,39155.4878439718,80.81839925007105,9732.38478038028,218.46499177840914,6896.531046419307,108.07050034549495,[2.55512396],4,14,0.0020640376023948193,52,rbm,9,1
3,2583.419880101312,58042.90165511568,114.98491782094517,11740.63448282536,321.03090087638026,7838.907548597914,133.4104845630721,[3.16779649],3,18,0.001981033245101571,77,rbm,9,1
4,3366.7529626459177,76044.27051035341,149.05824509082248,13280.33197478618,416.76262058095006,7771.31943336273,216.14416845250884,[2.08844564],7,21,0.001960150897502899,102,rbm,9,1
5,4141.062992834714,93659.15834045685,183.09370930165414,14595.735347572589,532.6049823913415,9850.519228608882,191.97811849328116,[4.54043185],2,25,0.0019548938143998384,127,rbm,9,1
6,4912.088327372808,111135.20621432057,217.11042394055542,15785.416018913735,621.0663148089883,8148.467057758326,248.74519855281906,[3.00222729],4,27,0.001953570172190666,152,rbm,9,1
7,5681.953866547307,128564.25363859921,251.11645599659127,16892.191848721435,729.6844856478496,8230.634359608719,283.7030077253329,[2.96124085],4,30,0.0019532369915395975,177,rbm,9,1
8,6451.387133880283,145977.17408641067,285.1157806806084,17933.075584809645,822.8210123362071,8367.981690207534,318.02656671361694,[3.03454376],4,32,0.001953153172507882,202,rbm,9,1
9,7220.635236602109,163384.02259726168,319.11059840029816,18921.42376141912,917.8194891568742,8334.043766097366,365.41776106838836,[2.77437819],5,34,0.0019531322177499533,227,rbm,9,1
10,7989.787702851758,180788.17187117814,353.1022349301062,19865.048702535718,1014.7261286663727,8615.008235502315,412.0448713993808,[2.81316924],6,36,0.0019531268626451492,252,rbm,9,1
11,8758.880651665335,198190.82131449296,387.09154016966204,20770.291811916217,1113.5637790480855,10209.207829740802,427.5592161973471,[6.10903597],6,38,0.0019531254656612873,277,rbm,9,1
12,9527.932054216106,215592.49171906817,421.079085388805,21640.222369703228,1190.6673291502068,11580.139488403298,430.49071716214684,[5.440263],2,39,0.001953125,302,rbm,9,1
13,10296.951603739597,232993.4177457269,455.0652690346229,22480.69923031708,1292.441572797921,8862.82399178296,547.2517415783568,[2.4491555],8,41,0.001953125,327,rbm,9,1
14,11065.946830844536,250393.79341887863,489.0503777712473,23293.821994250906,1370.7778923443452,11095.286947301585,534.6276653779986,[7.28168588],7,42,0.001953125,352,rbm,9,1
15,11834.922519089387,267793.7269780955,523.0346230040927,24083.074883356738,1475.5572595433268,10405.417756433815,557.9982657496773,[5.71387354],5,44,0.001953125,377,rbm,9,1
16,12603.882274808519,285193.30002540903,557.018164112127,24849.15113765056,1555.259091878571,11423.569316002935,579.7117298751273,[7.1198714],4,45,0.001953125,402,rbm,9,1
17,13372.82886826499,302592.5752447168,591.0011235248375,25595.439840577437,1635.315947622533,9041.018794717404,669.4399047776201,[2.66014564],7,46,0.001953125,427,rbm,9,1
