,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,13.28452550350151,23.825229867116185,7.407215747234385,26.26807783309691,10.91007389693942,26.268077172297236,10.910073887604138,[1.00000021],2,2,0.31089797616004944,2,rbm,3,0
1,126.34925580563626,357.3423789945195,44.67461846411154,195.73870855860852,77.27534317652052,152.69399025773257,57.8573728906647,[2.91925465],3,5,0.12501908838748932,27,rbm,3,0
2,223.309506766242,631.6146661513318,78.95183326891647,286.4917264588112,127.49616939997114,203.98802839096686,86.42152668929643,[3.47925966],2,6,0.125,52,rbm,3,0
3,319.735146822677,904.3475620079653,113.04344525099566,366.7083496287521,177.24707034787386,248.3415251475123,120.78554590983899,[3.84654434],2,7,0.125,77,rbm,3,0
4,416.0091762065614,1176.6516381259557,147.08145476574447,441.06375533406043,227.4770895528357,272.65844287261416,164.16231745060423,[3.14187262],3,8,0.125,102,rbm,3,0
5,512.2187376229483,1448.773371295999,181.09667141199986,511.9026819710796,264.8916655795931,325.12929906287854,200.30462556186004,[5.64433194],4,8,0.125,127,rbm,3,0
6,608.3949267815406,1720.800713466882,215.10008918336024,578.961947419812,315.70813762182365,368.77559937864066,233.54752428728992,[6.28583391],4,9,0.125,152,rbm,3,0
7,704.5516107105007,1992.7728865171985,249.0966108146498,644.6411342850053,352.2626774106685,406.3814987145854,287.0497380837078,[4.85286633],6,9,0.125,177,rbm,3,0
8,800.6959082258512,2264.710025499284,283.0887531874105,707.7215969535745,404.04263244137746,440.98852942429204,305.518337449656,[7.86421616],5,10,0.125,202,rbm,3,0
9,896.8318496457656,2536.6235298743804,317.07794123429755,769.8083487687234,440.1909405460425,479.6134779935055,338.67213836731446,[8.49512013],5,10,0.125,227,rbm,3,0
10,992.9618878415812,2808.5203374103125,351.06504217628907,830.6576283394651,493.0165344614247,519.8642431122431,359.48263325059685,[4.99586216],2,11,0.125,252,rbm,3,0
11,1089.0876012134963,3080.4049124970147,385.05061406212684,890.033892024281,528.9455057489027,554.3381320299989,410.44782043060445,[9.87702823],6,11,0.125,277,rbm,3,0
12,1185.2100514983797,3352.2802581798464,419.0350322724808,948.927477465344,564.6167559420774,590.1888741943678,443.5929911431017,[10.49297963],6,11,0.125,302,rbm,3,0
13,1281.3299791810816,3624.1484688662426,453.01855860828033,1006.9231953231455,618.6352524067369,601.2920419481517,471.47837906381034,[3.88281125],3,12,0.125,327,rbm,3,0
14,1377.4479164527768,3896.011049820158,487.00138122751974,1063.777667814574,654.2312301331519,639.715787276343,528.337842508704,[3.05695069],5,12,0.125,352,rbm,3,0
15,1473.5642556387388,4167.869110705038,520.9836388381298,1120.312130976138,689.65339331125,687.6954257707812,561.170227348458,[5.37627652],6,12,0.125,377,rbm,3,0
16,1569.6792923136154,4439.723487532234,554.9654359415292,1176.5742561755583,724.9284374512366,733.797167901195,578.4907730427691,[11.68800486],6,12,0.125,402,rbm,3,0
17,1665.7932533939172,4711.5748221185595,588.9468527648199,1231.6151449543838,780.2729549528005,773.2046064286855,597.6313156758093,[5.50324479],2,13,0.125,427,rbm,3,0
18,1761.906315979398,4983.423615377761,622.9279519222201,1286.2902213596283,815.550869714152,797.4902926115844,653.6249386440795,[8.44910048],6,13,0.125,452,rbm,3,0
19,1858.018620312631,5255.270263975738,656.9087829969673,1340.7620480535772,850.7164111094909,836.9760831934165,680.8960939556407,[11.7787345],6,13,0.125,477,rbm,3,0
20,1954.130278893019,5527.115086108853,690.8893857636066,1395.055433102492,885.7836002625677,860.6589498579159,725.7076359372448,[7.19949625],6,13,0.125,502,rbm,3,0
0,11.850877455283813,19.072277368692358,7.363740246914377,21.77187783682095,10.844238749565669,21.771877644921407,10.844238663830106,[1.00000193],2,2,0.3860965371131897,2,rbm,3,1
1,119.77377386256875,321.4393664399635,44.629744838553144,193.65646789149753,69.28073704502961,156.0469988203384,58.308894801307375,[2.66091636],3,4,0.13884343206882477,27,rbm,3,1
2,221.69645898961704,622.5747439798829,78.9452518011606,301.53405441839635,127.47064457118904,242.0130124566084,86.61661291847834,[3.30212494],2,6,0.12680445611476898,52,rbm,3,1
3,319.4322397389306,902.6419514465987,113.04255870348415,383.39426787264796,177.24291246732392,268.16189849348626,129.84113133329663,[2.90085049],3,7,0.12523521482944489,77,rbm,3,1
4,415.95782351880695,1176.362099584718,147.08133746197979,456.3535457662095,214.9838765214165,324.67897718916925,194.4808208209022,[2.40648081],6,7,0.12503066658973694,102,rbm,3,1
5,512.2105120315684,1448.7269639656306,181.0966560030601,524.882167061199,264.8915767552376,362.12150890069455,229.7313430755363,[2.50953563],6,8,0.12500399351119995,127,rbm,3,1
6,608.3936518497427,1720.7935175639245,215.1000871592461,591.4352376692747,315.70812451251385,385.2591842025417,242.46357719505403,[3.07748209],4,9,0.12500052154064178,152,rbm,3,1
7,704.5513999165472,1992.7716964097056,249.09661052427455,655.0594996657003,352.26267546169026,440.3433896177967,271.80408936947305,[4.71430876],4,9,0.12500007450580597,177,rbm,3,1
