,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,13.283037833560575,23.820030823595253,7.407173206217161,26.430875343622457,10.91000943126835,26.430874674153838,10.910009406732597,[1.00000056],2,2,0.31096404790878296,2,rbm,4,0
1,175.1944427315873,682.8540496709691,44.94824740194597,335.6532532296901,85.944659804028,264.94083617362725,59.639725974604566,[2.34647153],3,6,0.06582409143447876,27,rbm,4,0
2,316.53299102988905,1263.978876169111,79.26804498030452,479.5523568568515,148.7227951929274,353.89923167706866,94.38898521821451,[3.2154692],3,8,0.06271310895681381,52,rbm,4,0
3,453.4290612058985,1813.5149851187716,113.3698454289846,591.828319748454,201.89093345035826,391.88498675351264,151.4827726755954,[2.09997045],5,9,0.06251387298107147,77,rbm,4,0
4,589.6462402497733,2358.567950686243,147.412623214664,693.7726171936098,254.9485045089368,433.99738886398677,184.38085509541327,[2.69443642],5,10,0.06250090152025223,102,rbm,4,0
5,725.7226685205273,2902.88928987696,181.43075364299494,789.3335277136728,308.41904205704435,496.03907769512614,244.5160755974407,[2.18008531],7,11,0.06250005960464478,127,rbm,4,0
6,861.7445716359847,3446.978081088041,215.43615574999058,880.4279538831653,362.5144857707819,509.9137416531452,255.42218067197126,[2.62176913],5,12,0.0625000074505806,152,rbm,4,0
7,997.7364702890006,3990.9458811560025,249.43411757225016,967.83339045396,401.3021701578538,609.975694591373,290.65793473550343,[6.08527329],7,12,0.0625,177,rbm,4,0
8,1133.7094116108435,4534.837646443374,283.4273529027109,1051.9953766329797,455.98319839701674,676.5852413719593,309.9450392395777,[11.67580178],7,13,0.0625,202,rbm,4,0
9,1269.669595054876,5078.678380219504,317.417398763719,1134.3195918592085,493.910177664378,713.3228915937343,344.35546478127293,[11.73282646],7,13,0.0625,227,rbm,4,0
10,1405.620763552992,5622.483054211968,351.405190888248,1213.7767384583644,549.4418312377375,750.1847606675406,378.7092939864178,[11.787814],7,14,0.0625,252,rbm,4,0
11,1541.565326312479,6166.261305249916,385.3913315781198,1292.14506109192,586.8689070692287,734.8825476593008,404.39242664422414,[3.68230733],3,14,0.0625,277,rbm,4,0
12,1677.5049042873413,6710.019617149365,419.37622607183533,1368.3462827484882,643.3445958902926,775.0603532369046,456.3921412633413,[6.06792833],6,15,0.0625,302,rbm,4,0
13,1813.4406281837157,7253.762512734863,453.36015704592893,1443.5106407854234,680.4583480776264,796.8462391945795,492.50452789740433,[3.60760945],5,15,0.0625,327,rbm,4,0
14,1949.3733107725725,7797.49324309029,487.3433276931431,1517.450641652099,737.9114423090659,829.4920019125587,555.5837075950244,[2.75863678],7,16,0.0625,352,rbm,4,0
15,2085.3035512980487,8341.214205192195,521.3258878245122,1589.9464022578738,774.8199373482919,868.1078627488935,561.2617175504769,[3.59005748],5,16,0.0625,377,rbm,4,0
16,2221.2318012768333,8884.927205107333,555.3079503192083,1661.8937909162607,811.4575451960961,889.6794639088539,585.976666432582,[3.38671501],4,16,0.0625,402,rbm,4,0
17,2357.158407378321,9428.633629513284,589.2896018445803,1732.5626771522582,870.0306635272465,939.235017129639,629.8117969474035,[3.59302939],5,17,0.0625,427,rbm,4,0
18,2493.0836401882866,9972.334560753146,623.2709100470717,1802.3274312151914,906.5713166948807,974.7518463698696,664.0362408142602,[3.59835211],5,17,0.0625,452,rbm,4,0
19,2629.007713995881,10516.030855983525,657.2519284989703,1871.679818870187,942.9091779862318,996.1774318060502,714.388515583604,[2.85590612],6,17,0.0625,477,rbm,4,0
20,2764.9308007107484,11059.723202842993,691.2327001776871,1940.0618057741167,1002.6121905637981,1114.7264850403901,716.117049919616,[11.70412472],6,18,0.0625,502,rbm,4,0
0,15.491233450461127,32.14532771015391,7.465418177736688,34.12586078539474,10.998355676699,34.12585967555361,10.998355633551052,[1.00000099],2,2,0.23223960399627686,2,rbm,4,1
1,179.87980257361417,719.5138924042328,44.97028301399905,325.38267403274733,93.82235897307584,242.38082605665883,59.717461218824646,[2.33183213],3,7,0.06250092387199402,27,rbm,4,1
2,317.0784119951708,1268.3136479806833,79.2696029987927,456.88706717962174,158.74452370348135,317.949966827331,86.7567090801524,[3.60535511],2,9,0.0625,52,rbm,4,1
3,453.47979942648436,1813.9191977059374,113.36994985662109,571.8267071552511,213.54236033957372,338.95729579794363,140.12090032630738,[2.57170864],4,10,0.0625,77,rbm,4,1
4,589.6505204014467,2358.6020816057867,147.41263010036167,676.9001213692995,267.9414300271357,400.7455797600658,182.3241654923321,[3.10092307],5,11,0.0625,102,rbm,4,1
5,725.7230164092889,2902.8920656371556,181.43075410232223,775.170825510838,322.58203239934534,451.99227360929234,243.05416876198728,[2.34292099],7,12,0.0625,127,rbm,4,1
6,861.7446232310157,3446.9784929240627,215.43615580775392,867.9184299382588,362.5144862092275,499.92364512034055,223.58049821332375,[4.67640844],2,12,0.0625,152,rbm,4,1
7,997.7364702890006,3990.9458811560025,249.43411757225016,956.7699835885383,417.33332999090817,540.6950561592103,257.64530774723994,[4.84392733],2,13,0.0625,177,rbm,4,1
