,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,16.882318776815485,38.01264665826298,7.497838544216765,40.18504668263223,11.047602743822083,40.18504600467718,11.047602738508893,[1.00000012],2,2,0.19724589586257935,2,rbm,11,0
1,2056.466802345323,90042.3053506198,46.96743039486477,31281.87506980698,117.31738598728329,27687.604553725996,88.14318445921354,[1.98138673],6,9,0.0005216151475906372,27,rbm,11,0
2,3681.632345863798,166384.14548038412,81.46459322176567,40834.63076742095,222.14761514841487,34158.68753246531,90.08460832297078,[3.58707373],2,14,0.0004896175232715905,52,rbm,11,0
3,5232.658297595114,236785.61071924452,115.63503701184007,47059.688042959926,325.6970317607048,36396.88971274305,124.57043983529596,[3.98327613],2,18,0.0004883533110842109,77,rbm,11,0
4,6775.295653342538,306613.6190519036,149.71491263873557,52383.14968416354,436.7486749584528,32631.713158405884,191.6254589901032,[2.79298181],5,22,0.000488285266328603,102,rbm,11,0
5,8315.856457773716,376332.6138059309,183.75624670669188,57186.86693078083,555.1609938704606,39263.80496521602,193.047555020276,[4.4997627],2,26,0.0004882814828306437,127,rbm,11,0
6,9855.485772863376,446008.37260027113,217.77752568372614,61597.04840174778,663.0774281200572,34324.398770756474,316.79541267505965,[2.25557785],9,29,0.00048828125,152,rbm,11,0
7,11394.580407108622,515659.8447770803,251.78703358255873,65703.50783561662,756.2802952578046,41247.025534805485,261.2776808764254,[4.85857096],2,31,0.00048828125,177,rbm,11,0
8,12933.33571732356,585295.960901227,285.78904340880223,69565.91478862199,871.1432598380543,42063.52465758659,295.3371891298265,[5.01442744],2,34,0.00048828125,202,rbm,11,0
9,14471.86158045848,654921.6934358566,319.78598312297686,73226.27025022355,968.9093921714579,37289.67163364655,364.5278147305039,[3.33380537],5,36,0.00048828125,227,rbm,11,0
10,16010.225055315843,724540.0771159425,353.7793345292688,76714.24893576448,1068.4805945026324,34230.99756408745,388.83878379407054,[3.10668003],4,38,0.00048828125,252,rbm,11,0
11,17548.469388513688,794153.0690600049,387.7700532519555,80049.28759597143,1193.1287908340043,44626.60904742667,397.75983644018976,[5.180015],2,41,0.00048828125,277,rbm,11,0
