,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,10.241555941323611,14.352902191929768,7.30789262663807,16.556211500543803,10.759806225101377,16.39753890427196,10.623689668899491,[1.64303114],2,2,0.5091578364372253,2,weighted_maxcut,9,0
1,62.336306103739766,88.15684952014954,44.07842476007477,78.16758709019865,52.114143921433794,60.993782837896454,48.620765012375045,[4.93948959],2,2,0.5,27,weighted_maxcut,9,0
2,110.75158816139621,156.62639803220605,78.31319901610303,128.67955431672416,96.38197815751741,93.0402675664354,83.9779546757759,[4.79114167],2,3,0.5,52,weighted_maxcut,9,0
3,158.94093762266712,224.77642960227197,112.38821480113599,175.3795669585321,131.3955036272782,127.63016638181486,118.31151561246054,[5.14197837],2,3,0.5,77,weighted_maxcut,9,0
4,207.0654352645047,292.83474684975073,146.41737342487536,221.3187088317307,176.7245552932916,162.04054252765948,152.44224831029015,[5.46676771],2,4,0.5,102,weighted_maxcut,9,0
5,255.16243610842565,360.85417775269394,180.42708887634697,264.6950246295905,211.4120918311603,199.53789003271197,188.089124476493,[9.850962],3,4,0.5,127,weighted_maxcut,9,0
6,303.2452268758249,428.85351257269787,214.42675628634893,307.8049614079482,245.8902028491184,233.72106927815292,222.16066651924524,[10.16095597],3,4,0.5,152,weighted_maxcut,9,0
7,351.31972136779154,496.84111468746767,248.42055734373383,350.7512796892174,280.2397795033896,264.7643721216063,254.66745364024115,[6.07760875],2,4,0.5,177,weighted_maxcut,9,0
8,399.3889515985054,564.821272012578,282.410636006289,393.1252391342876,327.0159421217618,299.9670834055747,288.34199652059294,[6.55215347],2,5,0.5,202,weighted_maxcut,9,0
9,447.4546325471253,632.7964098948144,316.3982049474072,434.37830886944704,361.38374692199847,333.58499826762943,322.4707535393686,[6.59528838],2,5,0.5,227,weighted_maxcut,9,0
10,495.5178072230305,700.7680033721866,350.3840016860933,475.5446230363619,395.6809135844603,367.1754944354201,356.7464160917024,[6.49053455],2,5,0.5,252,weighted_maxcut,9,0
