,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,12.415136842891249,20.881421272281912,7.381471826935269,24.008073514648327,10.871078474153796,23.39221745469909,8.963494759647956,[0.001],2,2,0.35349470376968384,2,weighted_maxcut,7,0
1,269.4422186666715,1602.3978285794365,45.306544919858794,715.9385619240047,87.10633161238452,611.3562185344822,69.59094497937502,[1.65662766],4,6,0.02827421762049198,27,weighted_maxcut,7,0
2,504.82817418279666,3198.05201471755,79.6895998801459,1034.822467409983,160.726356610926,786.3189636052894,115.23613264418049,[2.16910867],5,9,0.024918168783187866,52,weighted_maxcut,7,0
3,753.3116505327431,4984.752223858482,113.84285865047578,1332.2868585895358,228.01844664171776,968.6827883245837,132.05534071340935,[2.73903391],3,11,0.02283821813762188,77,weighted_maxcut,7,0
4,1015.0996358530807,6965.771164372942,147.9272353905723,1625.9135621964601,297.7515421523142,1136.1969146682802,166.401780027981,[3.01909046],3,13,0.021236304193735123,102,weighted_maxcut,7,0
5,1287.0871071702493,9103.203883956545,181.97914081255007,1914.3623999781194,370.0840541426065,1209.669780997814,247.74731762304265,[2.11374186],7,15,0.019990669563412666,127,weighted_maxcut,7,0
6,1566.2267288477478,11356.157339103134,216.01199181261526,2193.0341608389485,429.17489728667243,1429.0484343940218,235.43336732668578,[3.16617204],3,16,0.019021574407815933,152,weighted_maxcut,7,0
7,1849.929554833162,13687.194718072617,250.03219639496217,2460.7056155200667,488.6259296886579,1560.2546154919662,269.95050900544715,[3.15975776],3,17,0.018267599865794182,177,weighted_maxcut,7,0
8,2136.148029088537,16064.8995722997,284.04338176174645,2715.4230490010164,548.5700507757527,1566.2784768807205,324.4941626700802,[3.15668313],5,18,0.017680993303656578,202,weighted_maxcut,7,0
9,2423.359630214121,18464.742942192843,318.04785562067997,2956.473356550763,609.0877064793292,1662.7263904307506,363.85764509568435,[2.34179352],5,19,0.01722460240125656,227,weighted_maxcut,7,0
10,2710.500736020072,20868.83267434524,352.04720621470295,3184.0245221644386,670.2295997024208,1753.2177365152615,384.06981406712293,[2.95084004],4,20,0.016869520768523216,252,weighted_maxcut,7,0
11,2996.8799443208427,23265.022518007263,386.04258361327294,3398.8201754019046,732.0284976108197,1769.3354789802918,457.48519361314203,[2.47461086],7,21,0.016593260690569878,277,weighted_maxcut,7,0
12,3282.090579108692,25645.773504988072,420.0348477451407,3601.9361548008474,794.5057923938466,1842.8064631013426,491.2670852074635,[2.58831222],7,22,0.01637832634150982,302,weighted_maxcut,7,0
13,3565.9329298127127,28007.02016851768,454.0246546548506,3794.6011634850497,857.6753549016843,2099.0540761393336,494.6201714595596,[5.71348842],6,23,0.016211101785302162,327,weighted_maxcut,7,0
14,3848.349070625558,30347.15348079102,488.0125109183245,3977.9480096974526,898.8724959888393,2128.6290967853756,519.3442514606605,[3.46648304],4,23,0.01608099788427353,352,weighted_maxcut,7,0
15,4129.373515169967,32666.215457572845,521.9988109713563,4152.268289326899,962.7188339037546,2023.8570975879206,594.5271168790428,[2.67798078],7,24,0.01597977615892887,377,weighted_maxcut,7,0
16,4409.097196660936,34965.29189924365,555.983863816216,4319.666524507273,1027.291874742277,2192.3318549906453,589.010825834249,[3.17166261],4,25,0.015901021659374237,402,weighted_maxcut,7,0
17,4687.639776335478,37246.03697544673,589.9679122148798,4480.946593686124,1067.9450780738296,2139.271206802135,679.6116655381729,[2.49527223],8,25,0.015839749947190285,427,weighted_maxcut,7,0
18,4965.133502897454,39510.38600880749,623.9511478348833,4635.985007246916,1133.2867723072889,2178.210528624449,683.470315851544,[2.83611591],6,26,0.015792079269886017,452,weighted_maxcut,7,0
19,5241.710742176828,41760.33325650949,657.9337223169582,4786.780169015191,1199.3617698077578,2531.5099268001604,689.0081469930044,[3.83031012],4,27,0.01575499214231968,477,weighted_maxcut,7,0
20,5517.498277528704,43997.82338855796,691.9157562337311,4932.827308761429,1239.6954366982297,2414.381521369201,725.3800581072813,[3.26813354],4,27,0.015726136043667793,502,weighted_maxcut,7,0
0,14.727268581847754,29.127538004771424,7.446301841451565,31.23902365324231,10.96934162265455,31.21551209819577,10.969440312339497,[0.89873623],2,2,0.2556447386741638,2,weighted_maxcut,7,1
1,202.02688221052713,905.6460455592174,45.0671223441426,417.5113781145059,86.33085192591405,319.76268384453977,59.92363149075442,[2.32799674],3,6,0.04976240172982216,27,weighted_maxcut,7,1
2,410.94514380519945,2124.1184910241977,79.503997507996,742.7168251874681,159.85251052390848,571.736222029194,97.96172499222345,[4.78499324],4,9,0.03742917254567146,52,weighted_maxcut,7,1
3,622.2592069932396,3406.5603934740147,113.66495114239899,1000.1608807854865,226.97978573779818,625.9629936040943,141.03886348764138,[2.55143466],4,11,0.03336648643016815,77,weighted_maxcut,7,1
4,825.9584984010831,4617.870028510922,147.73205760859332,1194.3483938143154,283.15751079013705,708.3483884844918,175.8814573691776,[2.73222982],4,12,0.0319913849234581,102,weighted_maxcut,7,1
5,1023.8663305692718,5767.4981682857015,181.76031136651005,1353.1603266925802,339.3154534507632,809.3501417228302,200.1008434913613,[3.2454842],3,13,0.03151458501815796,127,weighted_maxcut,7,1
6,1218.7138255689035,6883.538191905635,215.77034182498116,1492.8700314417715,395.82776057762453,867.7152605592987,234.37579842949893,[3.35620194],3,14,0.03134584799408913,152,weighted_maxcut,7,1
7,1412.1232224754392,7983.689581103527,249.77073259138288,1621.6737665057053,452.8802988849492,986.3332088938191,293.44699875663224,[5.73395189],7,15,0.0312851257622242,177,weighted_maxcut,7,1
8,1604.8863310429117,9076.722279989552,283.76544485079734,1743.59089268794,510.5720082764486,1134.2005685957024,311.5129549251719,[11.34001015],7,16,0.03126298636198044,202,weighted_maxcut,7,1
9,1797.3633064880069,10166.636334130795,317.7565075937868,1860.7276126217298,568.9580404363275,955.9832411143866,358.7066064091027,[3.05437381],5,17,0.031254831701517105,227,weighted_maxcut,7,1
10,1989.7130423792441,11255.191315841284,351.745064114723,1973.3676932860635,608.9408108432024,985.0854311187878,394.46251720630084,[2.84297691],5,17,0.031251806765794754,252,weighted_maxcut,7,1
11,2182.004973653248,12343.150209296928,385.7318127313553,2082.9412826964867,667.9796053594753,1042.5860725429889,416.42999071820634,[3.2125044],4,18,0.03125067800283432,277,weighted_maxcut,7,1
12,2374.2694495751857,13430.841788621983,419.7172081917908,2190.0072560964463,707.2485519437973,1129.559493623105,448.9030084867989,[3.6919301],4,18,0.031250253319740295,302,weighted_maxcut,7,1
13,2566.519629454108,14518.404972826864,453.70156161794256,2294.0501558804317,767.0864556139079,1140.9179514576394,506.6454715844135,[3.27430207],6,19,0.03125009685754776,327,weighted_maxcut,7,1
14,2758.761854728574,15605.904419417693,487.6850944720462,2396.593252906278,805.8732351849532,1249.0331610665025,519.0339586453795,[5.82347579],5,19,0.031250037252902985,352,weighted_maxcut,7,1
15,2950.9989637559147,16693.36704836188,521.667969011862,2496.398599665467,866.5789808797937,1245.3617045479339,562.169022232991,[3.66684988],5,20,0.031250014901161194,377,weighted_maxcut,7,1
16,3143.232614243509,17780.80771120774,555.6503072139124,2595.123219129658,905.0268127663766,1319.9272833190792,594.9999060824273,[6.10207261],6,20,0.0312500037252903,402,weighted_maxcut,7,1
17,3335.4632311111905,18868.228228302913,589.6322024240936,2691.62865135919,966.6328561602829,1359.5796262744132,636.9173770618108,[6.32317786],7,21,0.0312500037252903,427,weighted_maxcut,7,1
18,3527.6919658289785,19955.639287799786,623.6137277437433,2787.0597792906647,1004.8360865441473,1327.9673044904332,692.4657158655457,[3.09698643],7,21,0.03125,452,weighted_maxcut,7,1
19,3719.918735112689,21043.038104488536,657.5949407652668,2880.9813195516354,1067.3565012081444,1362.969262619889,689.1897290623059,[3.50343064],4,22,0.03125,477,weighted_maxcut,7,1
20,3912.144000018108,22130.428411128552,691.5758878477673,2973.5294916188877,1105.3803801764266,1373.400827569862,736.0237076963184,[3.18021341],5,22,0.03125,502,weighted_maxcut,7,1
0,13.005597055485516,22.86012762759142,7.3991518124990865,25.734364692137394,10.89785559065834,25.734364135689336,10.89785559065834,[1.],2,2,0.3236706256866455,2,weighted_maxcut,7,2
1,242.74175828310314,1303.0449962431705,45.21989753558466,591.9474846774558,86.82603975494916,504.5599575521156,76.70707863438747,[1.69776097],5,6,0.03470325097441673,27,weighted_maxcut,7,2
2,448.1114127455932,2523.227438862002,79.58213958049524,842.6488751660632,160.2207885505385,618.2656331456968,115.54460361324925,[2.04151739],5,9,0.03153982013463974,52,weighted_maxcut,7,2
3,642.8613854010499,3634.897922192077,113.69528654893514,1013.5646216081025,227.1571383884803,814.6651004603896,143.1779700256148,[6.11115397],6,11,0.031278811395168304,77,weighted_maxcut,7,2
4,835.7222220902117,4727.335645933156,147.74318660792568,1163.7507594241224,283.2316673002889,759.4786811081564,210.51369376175506,[2.04962674],7,12,0.03125295042991638,102,weighted_maxcut,7,2
5,1028.2094766181492,5816.402719106515,181.76436173074555,1302.815612936695,353.8167420041974,884.9233297260564,208.39870292925235,[5.79425842],5,14,0.031250305473804474,127,weighted_maxcut,7,2
6,1220.5891748207932,6904.691768056586,215.77182352761835,1434.2778498865982,411.4121146240677,866.0292072172527,262.5831149577024,[3.32095807],6,15,0.03125002980232239,152,weighted_maxcut,7,2
7,1412.9196350762065,7992.679965471227,249.77127869602896,1559.957862555772,469.471420171874,888.1598761860453,317.6574033416463,[2.21663707],7,16,0.0312500037252903,177,weighted_maxcut,7,2
8,1605.220909122327,9080.500721142658,283.76564753570807,1680.9363594383353,510.57394079645013,923.2496810840191,313.9786421671055,[3.00932218],4,16,0.03125,202,weighted_maxcut,7,2
9,1797.5026780725523,10168.210662928652,317.75658321652037,1797.2980731226157,568.9588112712737,950.8992824977068,360.8615159372034,[2.66743786],5,17,0.03125,227,weighted_maxcut,7,2
10,1989.7707209940643,11255.84295857079,351.7450924553372,1910.4056880723745,628.0701116473149,1035.0657339794293,391.3092019829694,[3.4303839],5,18,0.03125,252,weighted_maxcut,7,2
11,2182.028704282095,12343.418348332523,385.73182338539135,2020.8672714160596,687.9251438147485,1066.5917681448018,471.04710431755404,[2.28568254],8,19,0.03125,277,weighted_maxcut,7,2
12,2374.2790952960954,13430.950789706641,419.71721217833255,2128.0569912338437,727.7988418962203,1073.2388432707476,463.12511673855784,[2.89901216],5,19,0.03125,302,weighted_maxcut,7,2
13,2566.5236154731765,14518.450020611988,453.70156314412463,2233.2834019216107,788.3988527716201,1149.946942700762,494.8186910417874,[3.40139077],5,20,0.03125,327,weighted_maxcut,7,2
14,2758.763502402404,15605.923041909522,487.68509505967256,2336.1567703142696,827.7230760893391,1227.8689659936804,558.7778806651786,[3.91952229],8,20,0.03125,352,weighted_maxcut,7,2
15,2950.9996686597024,16693.375015908245,521.6679692471326,2437.2736745762513,889.1525143729315,1189.6124292832967,579.1553185697622,[2.77347478],6,21,0.03125,377,weighted_maxcut,7,2
16,3143.2328019277625,17780.809832728904,555.6503072727783,2536.4406220631477,928.0865661734123,1311.1083760166305,595.2497809767221,[6.0399937],6,21,0.03125,402,weighted_maxcut,7,2
17,3335.4634302535223,18868.23047945607,589.6322024830022,2634.3126737261887,990.3877290722857,1472.359364287675,619.5395039766732,[11.99558902],7,22,0.03125,427,weighted_maxcut,7,2
18,3527.6919658289785,19955.639287799786,623.6137277437433,2730.2556225719377,1029.0370979414456,1312.7409727037525,695.8985162282297,[2.71759163],7,22,0.03125,452,weighted_maxcut,7,2
19,3719.918735112689,21043.038104488536,657.5949407652668,2825.3783556135777,1067.3565012081444,1383.2611202373573,689.5516414067274,[3.4094945],4,22,0.03125,477,weighted_maxcut,7,2
20,3912.144000018108,22130.428411128552,691.5758878477673,2918.664375218742,1130.668377889104,1458.8963251361838,733.2148707719605,[5.84853362],6,23,0.03125,502,weighted_maxcut,7,2
0,15.39953080828096,31.775420216809216,7.463175860369716,34.00912677728763,10.994951449258394,33.94391561931444,10.99016008912629,[0.83597933],2,2,0.23487260937690735,2,weighted_maxcut,7,3
1,318.36632116323943,2230.334841839465,45.444797144190595,892.0761955618212,95.48266500963119,704.783871915125,68.93651955560154,[1.96967185],4,7,0.020375773310661316,27,weighted_maxcut,7,3
2,609.7980350895981,4656.336303351692,79.859705007018,1366.3706266930024,181.92642070690337,969.3341615274804,125.28429812820497,[2.05203503],6,11,0.01715075969696045,52,weighted_maxcut,7,3
3,897.8431032612118,7070.872419882735,114.00605048494029,1723.541655652808,264.9102357149588,1119.5922761803697,174.4981266587483,[1.99874591],7,14,0.01612333580851555,77,weighted_maxcut,7,3
4,1178.422708793855,9378.643505996106,148.0683298936796,2003.866422598672,339.16074666001896,1221.0723863439923,166.5375841547266,[3.08922182],3,16,0.015787819400429726,102,weighted_maxcut,7,3
5,1454.2934671505047,11614.592915277384,182.09587749000548,2242.908539875965,400.5623451531966,1582.036232816525,200.8758310149501,[6.44620774],4,17,0.015678197145462036,127,weighted_maxcut,7,3
6,1727.8917230194652,13815.45216668464,216.1065573864345,2458.943293980659,477.8814368042315,1475.2222360849262,236.34357679816537,[2.89917626],3,19,0.015642380341887474,152,weighted_maxcut,7,3
7,2000.4998224130784,16001.090892250693,250.10791866777797,2660.360527692945,540.369911641011,1371.0952171197478,279.72873681573276,[3.18419304],4,20,0.015630679205060005,177,weighted_maxcut,7,3
8,2272.6937215041376,18180.470498144412,284.1035798436298,2851.5277213013105,603.1455722857339,1570.4214091575577,321.44196492493444,[5.79335508],6,21,0.015626855194568634,202,weighted_maxcut,7,3
9,2544.714514758996,20357.32176983837,318.09547615538446,3034.5522374506695,666.3366169322205,1659.9836837625087,363.409744642286,[5.98930521],7,22,0.0156256053596735,227,weighted_maxcut,7,3
10,2816.660132894477,22533.13869715442,352.0847410946359,3210.840617382796,730.0265096503705,2050.381015380582,361.1221268113105,[5.00537274],2,23,0.01562519744038582,252,weighted_maxcut,7,3
11,3088.570258946345,24708.510525654776,386.07208777491053,3381.4312424748296,794.2711731447073,1635.467008275555,415.8830032662123,[3.62013614],4,24,0.015625065192580223,277,weighted_maxcut,7,3
12,3360.461718578659,26883.67612232343,420.0579902335418,3547.1408939858215,859.1087900825923,1555.5771003812295,464.2918169518569,[2.92853619],5,25,0.01562502048909664,302,weighted_maxcut,7,3
13,3632.341349287539,29058.72386616148,454.04277691313735,3708.047214735295,902.2099073772783,1613.4759588647198,525.6580544915823,[2.63903162],7,25,0.015625007450580597,327,weighted_maxcut,7,3
14,3904.2132351344135,31233.70401940153,488.0266834804562,3864.9724711427693,967.5453276263648,1638.574721037325,546.0857176470874,[2.80142149],6,26,0.01562500186264515,352,weighted_maxcut,7,3
15,4176.079066331269,33408.63253065015,522.0098832914086,4018.6427988144383,1033.552336831676,1746.206964468341,553.3495033603651,[3.53887592],4,27,0.015625,377,weighted_maxcut,7,3
16,4447.940055725784,35583.52044580627,555.992506965723,4168.614341936307,1075.8117365352691,2128.2475692491907,581.326483298086,[11.61822322],6,27,0.015625,402,weighted_maxcut,7,3
17,4719.797238602477,37758.37790881981,589.9746548253096,4315.808872765831,1142.4784440292717,1955.9774105822748,628.6142090631885,[6.59390278],6,28,0.015625,427,weighted_maxcut,7,3
18,4991.651241136764,39933.20992909411,623.9564051420955,4460.2525404637245,1184.1891281659284,2199.6959973064318,649.6352542422912,[11.68210729],6,28,0.015625,452,weighted_maxcut,7,3
19,5263.502559301349,42108.02047441079,657.9378199126686,4602.036600425723,1251.5818744703754,1893.6326512133082,690.3996950922754,[3.4781371],4,29,0.015625,477,weighted_maxcut,7,3
20,5535.351591035862,44282.812728286895,691.9189488794827,4741.6295354091835,1292.8657162126058,1901.0383492374704,736.8081380453873,[3.28861617],5,29,0.015625,502,weighted_maxcut,7,3
0,14.222659477154528,27.213947162142738,7.43310190902738,29.979453879448773,10.94931768574811,29.979453753857964,10.949317684203313,[1.00000004],2,2,0.2731357514858246,2,weighted_maxcut,7,4
1,335.05371867495256,2467.9764965259465,45.48705976573875,1007.8657074789772,95.62998179896208,822.1866323623552,69.20020991988751,[1.92145967],4,7,0.018430912867188454,27,weighted_maxcut,7,4
2,633.6648460612089,5025.783249431595,79.89424079902128,1486.7371302952306,182.10449460076822,1070.6377554912387,105.93215895201936,[2.47652623],4,11,0.0158968735486269,52,weighted_maxcut,7,4
3,911.3572749524968,7284.446345187674,114.01993277876802,1777.7486983940612,252.9543163432686,1220.326435363373,131.65407180974057,[3.04257588],3,13,0.015652518719434738,77,weighted_maxcut,7,4
4,1184.4792316520304,9474.984502644076,148.0731762488337,2021.803697974012,325.63913750085527,1290.6003019803243,178.9269761840468,[2.23289621],4,15,0.015627801418304443,102,weighted_maxcut,7,4
5,1456.766724274945,11654.027515656111,182.09750115175336,2244.582310463074,400.57591436404,1556.6716649512555,224.15087046298422,[5.71089564],7,17,0.015625284984707832,127,weighted_maxcut,7,4
6,1728.8551022792126,13830.827628134906,216.10709388039177,2453.9488793194264,477.88644226311663,1326.4205685823706,258.4246165042967,[2.53007675],5,19,0.015625029802322388,152,weighted_maxcut,7,4
7,2000.8645218611152,16006.914266716158,250.1080950478424,2651.834402439993,540.3716847481625,1445.0738221224447,314.7777261215316,[2.70312657],7,20,0.0156250037252903,177,weighted_maxcut,7,4
8,2272.8291016807266,18182.632813445813,284.1036377100908,2841.099404156256,603.1461941659447,1457.016706539853,325.94025601794567,[2.93417628],5,21,0.015625,202,weighted_maxcut,7,4
9,2544.763960725379,20358.111685803033,318.0954950906724,3022.919339310526,666.3368331168085,1626.038883736212,390.37806396762255,[3.4078408],8,22,0.015625,227,weighted_maxcut,7,4
10,2816.6779782744998,22533.423826195998,352.08474728431247,3198.332183951555,730.0265843417471,1538.2175094156614,423.2740684389682,[2.41413633],7,23,0.015625,252,weighted_maxcut,7,4
11,3088.5767185794075,24708.61374863526,386.07208982242594,3368.2234428114207,794.2711991478631,1745.917400452842,437.9448950013692,[5.0317095],7,24,0.015625,277,weighted_maxcut,7,4
12,3360.4639270242687,26883.71141619415,420.0579908780336,3533.3404939602688,859.10879866564,2016.7414986840831,474.5169425673914,[7.88438699],9,25,0.015625,302,weighted_maxcut,7,4
13,3632.3422171824227,29058.73773745938,454.04277714780284,3693.690184148993,902.2099105884413,1658.3322745070636,511.66064198253423,[2.78877941],6,25,0.015625,327,weighted_maxcut,7,4
14,3904.213468313505,31233.70774650804,488.0266835391881,3850.1725066248205,967.5453284648221,1734.449148741599,520.2761962031096,[3.2451976],4,26,0.015625,352,weighted_maxcut,7,4
15,4176.079066331269,33408.63253065015,522.0098832914086,4003.438175737787,1033.552336831676,1919.6877354251803,542.3294635062748,[3.8685674],3,27,0.015625,377,weighted_maxcut,7,4
16,4447.940055725784,35583.52044580627,555.992506965723,4153.06737227339,1075.8117365352691,1780.8205191912557,601.4759623271048,[2.97984351],5,27,0.015625,402,weighted_maxcut,7,4
17,4719.797238602477,37758.37790881981,589.9746548253096,4299.927366826421,1142.4784440292717,2004.3966473090443,628.9780118734631,[6.49835997],6,28,0.015625,427,weighted_maxcut,7,4
18,4991.651241136764,39933.20992909411,623.9564051420955,4444.124431950646,1184.1891281659284,2257.7909585079524,649.7764351181033,[11.60488211],6,28,0.015625,452,weighted_maxcut,7,4
19,5263.502559301349,42108.02047441079,657.9378199126686,4585.620865009977,1251.5818744703754,1993.0509802328015,720.3315516457544,[4.11822391],7,29,0.015625,477,weighted_maxcut,7,4
20,5535.351591035862,44282.812728286895,691.9189488794827,4725.0391465621715,1292.8657162126058,2126.2711912974246,730.5008800488006,[6.84479869],6,29,0.015625,502,weighted_maxcut,7,4
