,AA,C,C_depth,F,F_depth,F_fit,F_fit_depth,F_fit_params,F_fit_r,F_r,Psuc,beta,hamiltonian,nqubits,trial
0,13.18166088269758,23.467047898276352,7.404262537820188,26.77219858182178,10.905598883554703,26.772197761034366,10.905598870482637,[1.0000003],2,2,0.3155174255371094,2,weighted_maxcut,13,0
1,1301.750480998289,36365.333977661205,46.59806825423965,14088.834628638511,99.4730911890999,12437.485755673933,80.5263758001501,[1.72628523],5,7,0.0012813870562240481,27,weighted_maxcut,13,0
2,3075.372761997276,116326.21909643387,81.30512363162245,31121.414235815228,199.8832422446977,25197.828989852118,129.77846670476006,[2.14679875],6,12,0.0006989406538195908,52,weighted_maxcut,13,0
3,4937.483443744162,210922.23721012738,115.58166213153162,45049.36252373148,287.4726578436934,40271.231026706475,125.07906245878439,[3.59323218],2,15,0.0005479823448695242,77,weighted_maxcut,13,0
4,6925.737091421455,320337.0930518439,149.73549832309945,58234.74326104075,393.8222950527627,42008.73989419749,170.6213453922249,[2.97743491],3,19,0.0004674310330301523,102,weighted_maxcut,13,0
5,9012.732912064643,441865.882049973,183.8326013480864,70890.61204078891,492.18012427261783,44470.24845424763,230.55933978719983,[2.34460311],5,22,0.0004160371026955545,127,weighted_maxcut,13,0
6,11167.950136343901,572394.4508868882,217.89713379403545,82942.05012529586,577.9958405129873,52916.94151432934,272.7811799856846,[3.05609832],6,24,0.0003806765307672322,152,weighted_maxcut,13,0
7,13369.169628519485,709431.1773567132,251.9408538289503,94347.05029503389,683.9482332408401,61436.35666142965,313.40705863731876,[3.8442004],7,27,0.00035513078910298645,177,weighted_maxcut,13,0
8,15602.151047492725,851231.7535103676,285.9704379035638,105142.29851715076,774.7846719515296,57784.31046419989,363.4387643257219,[2.30123884],7,29,0.0003359489783179015,202,weighted_maxcut,13,0
9,17857.92678329327,996610.9775804295,319.99000228925985,115358.69019366708,888.1665195918891,72363.6539185348,363.021865998425,[5.6886062],6,32,0.00032107814331538975,227,weighted_maxcut,13,0
10,20130.54057088148,1144734.8300482274,354.0022134722962,125054.63833489703,984.0208063196782,63900.71257946514,434.0922452266374,[2.33016989],7,34,0.0003092438564635813,252,weighted_maxcut,13,0
11,22415.65710328049,1294974.7598626919,388.00886236973923,134283.8161966106,1081.8482475130654,66543.46058082342,468.6507003658984,[2.38975581],7,36,0.00029962658300064504,277,weighted_maxcut,13,0
12,24709.816736583536,1446821.9291330802,422.0111893945328,143085.71891811548,1181.650277287671,84816.95236793581,457.9091295554624,[5.67156816],5,38,0.00029168149922043085,302,weighted_maxcut,13,0
13,27010.09293891104,1599844.2886255612,456.01007907798964,151494.0443231514,1283.4206495621604,83403.12393623417,501.8323122788221,[5.68120494],6,40,0.0002850340388249606,327,weighted_maxcut,13,0
14,29313.94154465101,1753665.9829931539,490.0061797495512,159537.40123522386,1387.1483402090385,91553.92369783689,515.8794647845774,[6.22585565],4,42,0.0002794181928038597,352,weighted_maxcut,13,0
15,31619.14845009559,1907959.1377288739,523.9999793178234,167236.16978846228,1466.5027000315308,87683.49517571364,570.7136971180006,[5.71203822],6,43,0.00027463899459689856,377,weighted_maxcut,13,0
16,33923.80894203736,2062440.168079456,557.9918539927884,174607.97495296932,1573.2268346126878,113141.15823931058,569.016275162562,[5.10967988],2,45,0.0002705493534449488,402,weighted_maxcut,13,0
17,36226.32162609715,2216868.3437374653,591.9821004547891,181680.63871829468,1681.8793192082726,77961.33499921426,693.1440937742874,[2.40701431],8,47,0.00026703529874794185,427,weighted_maxcut,13,0
18,38525.3797741757,2371044.326000008,625.9709573833,188467.6955426975,1763.6906494786851,79204.03849188742,694.1372449371892,[2.70780298],6,48,0.0002640064340084791,452,weighted_maxcut,13,0
19,40819.949529538775,2524807.2063515647,659.9586199700016,194981.16468668715,1875.3179555951892,94366.866986234,705.5534014081345,[6.29877363],6,50,0.0002613897086121142,477,weighted_maxcut,13,0
20,43109.251449284595,2678031.9627653803,693.945250227194,201247.2696798383,1958.5820877853885,99198.50969877533,746.1266293149524,[6.99441663],7,51,0.00025912508135661483,502,weighted_maxcut,13,0
0,13.947793083826555,26.19830924737041,7.4257056084169415,29.32128711736922,10.938101431100067,29.321286980438913,10.938101429265666,[1.00000004],2,2,0.2834421694278717,2,weighted_maxcut,13,1
1,1583.3321941552106,53616.89943730479,46.75654249607934,20183.467074312335,108.25129649775872,17790.797612026712,80.22009613439278,[1.90010433],5,8,0.0008720486075617373,27,weighted_maxcut,13,1
2,3970.711853809684,193379.86216033003,81.53151238112262,50567.77738106919,201.0735535162533,40193.50367664951,101.04148370657603,[2.50395961],3,12,0.0004216132510919124,52,weighted_maxcut,13,1
3,6433.825376679546,357385.4083705062,115.82484345497365,74838.14538052655,301.6378860541541,66383.79519893193,124.98057152037077,[3.90307718],2,16,0.0003240894584450871,77,weighted_maxcut,13,1
4,8888.84482286979,526851.7025759624,149.96926440351976,94109.58485461367,409.9885761766945,77053.95688511121,186.9713203370904,[5.73116528],6,20,0.0002846517600119114,102,weighted_maxcut,13,1
5,11293.524393715772,692997.0568304642,184.04651502388086,109396.75705965464,509.9313588476236,68157.93597896042,218.19580487556465,[2.64410002],4,23,0.00026558051467873156,127,weighted_maxcut,13,1
6,13638.06367453696,852851.1997558225,218.0881973830567,121741.54992270043,614.1836562315684,76175.70643310047,272.63882176801144,[3.17655817],6,26,0.00025571658625267446,152,weighted_maxcut,13,1
7,15930.132088701897,1006583.0435907326,252.10946079345052,131992.45320823241,704.2125219004433,75782.3440315037,302.5071146989744,[2.29338357],5,28,0.000250460667302832,177,weighted_maxcut,13,1
8,18182.606072893628,1155490.8801851696,286.1183668961955,140831.25285118324,815.7139402045063,101830.25869458434,296.4197509467415,[4.63668424],2,31,0.0002476162917446345,202,weighted_maxcut,13,1
9,20407.482577862775,1300968.5518156702,320.11945606566843,148690.25387134744,910.5717915666237,93499.56406537848,345.3539299662155,[5.83554213],4,33,0.00024606240913271904,227,weighted_maxcut,13,1
10,22614.012710598112,1444143.87278088,354.11539010330085,155875.10744168493,1007.342252187226,77437.31215574474,404.51575828113596,[2.69060724],5,35,0.00024520783335901797,252,weighted_maxcut,13,1
11,24808.693206510146,1585825.5937587179,388.1077850155988,162567.04841999884,1106.050061965249,84302.41760184326,435.95258374961577,[3.18930882],5,37,0.0002447354781907052,277,weighted_maxcut,13,1
12,26995.867737799697,1726559.8687255364,422.0976568016276,168884.95044995393,1206.7043047341388,78919.14680959054,520.087819368318,[2.30191216],8,39,0.00024447322357445955,302,weighted_maxcut,13,1
13,29178.340205182685,1866700.929234427,456.085666319643,174907.90633445163,1309.3042582648243,78852.41631272451,522.6066041290742,[2.60262121],6,41,0.00024432712234556675,327,weighted_maxcut,13,1
14,31357.89287225827,2006474.4081681152,490.07225877641866,180690.09698645008,1413.843023476466,94070.77255036209,535.339317748053,[5.94636652],6,43,0.00024424545699730515,352,weighted_maxcut,13,1
15,33535.638134283996,2146021.19325482,524.0577439815166,186269.84610392476,1520.3098074796426,87899.69852811923,578.5680349856096,[4.35132669],6,45,0.00024419970577582717,377,weighted_maxcut,13,1
16,35712.27073830379,2285429.221945112,558.0423445362508,191675.3725171573,1628.6914013758721,84494.90303725009,595.3885879803123,[3.24270395],4,47,0.0002441739779897034,402,weighted_maxcut,13,1
17,37888.21728454949,2424752.3993651266,592.0262247712784,196922.5049087571,1710.7773567787376,81352.64096870346,677.1979294391381,[2.45425053],7,48,0.0002441594551783055,427,weighted_maxcut,13,1
18,40063.73219191314,2564022.773142247,626.0095089476375,202023.80357989433,1822.1016671555183,111686.973301651,659.4439920022797,[12.61572442],7,50,0.0002441513061057776,452,weighted_maxcut,13,1
19,42238.98312393006,2703261.405736622,659.9922935893371,207002.8724678639,1935.3089571808098,81495.1635921073,744.7200984627164,[2.60066731],7,52,0.000244146678596735,477,weighted_maxcut,13,1
